trip_id,stoptime,bikeid,tripduration,Trip Time,Trip Duration,from_station_id,to_station_id,usertype,latitude_start,longitude_start,latitude_end,longitude_end,dist,day,hour,month,startday,weekend,holiday,Temp,Humidity,Rain Intensity,Wind Speed
25956432,29-12-2019 17:39,1044,696,11.6,11,24,321,Subscriber,41.89186,-87.62062,41.871962,-87.626106,2.258689307,6,17,12,29-12-2019,1,0,24.6,90,0.0,2.2
25279287,04-10-2019 16:57,4994,"1,452.00",24.2,24,66,219,Subscriber,41.885637,-87.641823,41.916027,-87.677411,4.482655631,2,16,4,10-04-2019,0,0,24.6,90,0.0,2.2
25281445,04-10-2019 17:59,1994,"1,313.00",21.88333333,21,210,131,Subscriber,41.90345,-87.667747,41.939365,-87.668385,3.993914624,2,17,4,10-04-2019,0,0,24.6,90,0.0,2.2
23158320,13-06-2019 22:15,60,,15.65,15,106,29,,41.897448,-87.628722,41.90068,-87.6626,2.826846113,3,22,6,13-06-2019,0,0,14.9,65,0.0,1.7
24551541,23-08-2019 16:48,3585,171,2.85,2,260,501,Subscriber,41.929567,-87.707857,41.93190197,-87.70119513,0.609193956,4,16,8,23-08-2019,0,0,21.2,64,0.0,3.7
25676721,08-11-2019 16:24,1323,214,3.566666667,3,318,240,Subscriber,41.954177,-87.664358,41.954245,-87.654406,0.822999142,6,16,8,11-08-2019,1,0,24.6,90,0.0,2.2
23944769,24-07-2019 20:30,5679,"1,155.00",19.25,19,268,232,Customer,41.911722,-87.626804,41.949275,-87.646303,4.476425662,2,20,7,24-07-2019,0,0,21.6,63,0.0,1.3
25741183,20-11-2019 14:08,6668,762,12.7,12,145,49,Subscriber,41.89858665,-87.62191523,41.88131982,-87.62952092,2.02057007,2,13,11,20-11-2019,0,0,24.6,90,0.0,2.2
23480531,01-07-2019 07:17,6417,972,16.2,16,100,133,Subscriber,41.888243,-87.63639,41.88917683,-87.63850577,0.203608041,0,7,1,07-01-2019,0,0,22.7,91,0.0,1.9
21821317,15-01-2019 18:49,3593,342,5.7,5,13,340,Subscriber,41.932418,-87.652705,41.929546,-87.643118,0.854953756,1,18,1,15-01-2019,0,0,-1.5,86,0.0,7.1
24094810,01-08-2019 09:32,1148,184,3.07,3,66,174,Subscriber,41.885637,-87.641823,41.882091,-87.639833,0.427328896,1,9,1,08-01-2019,0,0,21.8,78,0.0,2.9
24233764,07-08-2019 16:05,2281,987,16.45,16,482,293,Subscriber,41.96152593,-87.69116504,41.965485,-87.657238,2.839465975,0,15,7,08-07-2019,0,0,25.3,75,0.0,1.0
23692430,11-07-2019 18:04,4756,"1,011.00",16.85,16,59,335,Subscriber,41.867227,-87.625961,41.831379,-87.618034,4.039830025,3,17,11,07-11-2019,0,0,21.4,84,0.0,2.6
22144270,27-03-2019 12:47,3268,"2,123.00",35.38333333,35,145,231,Subscriber,41.89858665,-87.62191523,41.96167,-87.65464,7.518810747,2,12,3,27-03-2019,0,0,10.0,36,0.0,3.7
22392419,21-04-2019 22:27,2398,,89.51666667,89,59,59,,41.867227,-87.625961,41.867227,-87.625961,0,6,20,4,21-04-2019,1,0,22.6,31,0.0,3.5
25625426,02-11-2019 21:29,1366,520,8.666666667,8,134,84,Subscriber,41.877749,-87.649633,41.891578,-87.648384,1.541186944,0,21,2,11-02-2019,0,0,24.6,90,0.0,2.2
22907059,31-05-2019 10:42,831,,21.66666667,21,224,28,,41.913778,-87.64884,41.91468,-87.64332,0.46763613,4,10,5,31-05-2019,0,0,23.1,63,0.0,2.0
23698020,11-07-2019 19:53,1682,"1,289.00",21.48,21,35,313,Subscriber,41.892278,-87.612043,41.925858,-87.638973,4.348385067,3,19,11,07-11-2019,0,0,20.4,84,0.0,1.9
25559090,25-10-2019 12:59,6094,"3,925.00",65.41666667,65,85,85,Customer,41.90096039,-87.62377664,41.90096039,-87.62377664,0,4,11,10,25-10-2019,0,0,24.6,90,0.0,2.2
22453758,26-04-2019 08:06,4739,,5.866666667,5,133,125,,41.88917683,-87.63850577,41.890011,-87.626293,1.015184665,4,8,4,26-04-2019,0,0,11.8,65,0.0,6.7
23846542,19-07-2019 16:48,5301,227,3.78,3,66,192,Subscriber,41.885637,-87.641823,41.879255,-87.639904,0.727211274,4,16,7,19-07-2019,0,0,33.7,66,0.0,5.1
23181017,15-06-2019 07:34,1742,,2.6,2,16,61,,41.910337,-87.670072,41.907655,-87.672552,0.36201564,5,7,6,15-06-2019,1,0,19.4,78,0.0,4.0
23978891,26-07-2019 15:11,889,421,7.02,7,113,20,Subscriber,41.91844,-87.65222,41.910522,-87.653106,0.883488409,4,15,7,26-07-2019,0,0,27.7,54,0.0,3.5
24254035,08-08-2019 14:12,1113,628,10.47,10,85,181,Customer,41.90096039,-87.62377664,41.890755,-87.632009,1.323641838,3,14,8,08-08-2019,0,0,24.3,72,0.0,2.1
22454163,26-04-2019 08:22,4491,,5.066666667,5,464,242,,41.9756148,-87.67945904,41.967094,-87.679028,0.948139601,4,8,4,26-04-2019,0,0,11.8,65,0.0,6.7
24190600,05-08-2019 15:10,3320,327,5.45,5,44,287,Subscriber,41.8847302,-87.62773357,41.880317,-87.635185,0.788256309,2,15,5,08-05-2019,0,0,31.4,43,0.0,5.0
23662376,10-07-2019 12:28,621,438,7.3,7,81,192,Subscriber,41.884241,-87.629634,41.879255,-87.639904,1.015018755,0,12,10,07-10-2019,0,0,32.1,56,0.0,4.3
22692833,16-05-2019 19:03,3888,,27.55,27,211,289,,41.894448,-87.622663,41.912133,-87.634656,2.202765377,3,18,5,16-05-2019,0,0,24.2,63,0.0,4.2
22713076,18-05-2019 13:13,6158,,33.81666667,33,94,76,,41.918306,-87.636282,41.880958,-87.616743,4.456652388,5,12,5,18-05-2019,1,0,14.2,84,0.0,3.5
21823244,16-01-2019 08:10,6252,199,3.316666667,3,299,117,Subscriber,41.94367,-87.64895,41.94018,-87.65304,0.51481321,2,8,1,16-01-2019,0,0,0.6,74,0.0,5.4
23972026,26-07-2019 08:31,1704,679,11.32,11,273,33,Subscriber,41.857813,-87.62455,41.877181,-87.627844,2.170827659,4,8,7,26-07-2019,0,0,22.7,68,0.0,2.3
23115318,11-06-2019 15:48,5705,,58.93333333,58,35,2,,41.892278,-87.612043,41.88106,-87.619486,1.391256729,1,14,6,11-06-2019,0,0,19.3,83,0.0,4.9
22336708,16-04-2019 19:12,3504,,28.2,28,85,19,,41.90096039,-87.62377664,41.869417,-87.660996,4.668580231,1,18,4,16-04-2019,0,0,14.0,93,0.0,4.8
23896685,22-07-2019 17:29,4340,319,5.32,5,133,77,Subscriber,41.88917683,-87.63850577,41.882242,-87.641066,0.799713707,0,17,7,22-07-2019,0,0,21.4,63,0.0,5.9
21828158,16-01-2019 19:30,3232,279,4.65,4,316,239,Subscriber,41.96325,-87.679258,41.966555,-87.688487,0.8469354,2,19,1,16-01-2019,0,0,-0.4,72,0.0,6.0
22602557,10-05-2019 07:13,83,,11.25,11,291,66,,41.906724,-87.63483,41.885637,-87.641823,2.415149017,4,7,5,10-05-2019,0,0,22.4,88,0.0,0.8
21885474,06-02-2019 07:21,5934,471,7.85,7,44,66,Subscriber,41.8847302,-87.62773357,41.885637,-87.641823,1.170713735,6,7,6,02-06-2019,1,0,1.2,98,0.0,0.5
24184044,05-08-2019 08:16,2133,667,11.12,11,291,91,Subscriber,41.906724,-87.63483,41.88338,-87.64117,2.64824704,2,8,5,08-05-2019,0,0,24.9,67,0.0,1.9
23729898,13-07-2019 11:52,4137,894,14.9,14,128,107,Subscriber,41.895769,-87.67722,41.878287,-87.643909,3.373809975,5,11,7,13-07-2019,1,0,29.8,58,0.0,4.0
25224959,01-10-2019 07:15,539,376,6.266666667,6,133,77,Subscriber,41.88917683,-87.63850577,41.882242,-87.641066,0.799713707,3,7,1,10-01-2019,0,0,24.6,90,0.0,2.2
23609902,07-07-2019 14:34,3721,"1,088.00",18.13,18,224,85,Subscriber,41.913778,-87.64884,41.90096039,-87.62377664,2.516589289,6,14,7,07-07-2019,1,0,19.3,86,0.0,6.2
23068817,08-06-2019 17:36,1486,,16.55,16,106,198,,41.897448,-87.628722,41.881892,-87.648789,2.39817422,5,17,6,08-06-2019,1,0,23.6,81,0.0,4.0
25415253,14-10-2019 14:20,5673,164,2.733333333,2,217,71,Subscriber,41.886926,-87.656919,41.88548331,-87.65230486,0.41428561,0,14,10,14-10-2019,0,1,24.6,90,0.0,2.2
22740184,20-05-2019 17:13,2676,,3.566666667,3,87,190,,41.92556258,-87.65840426,41.928773,-87.663913,0.578900533,0,17,5,20-05-2019,0,0,9.4,74,0.0,3.0
22592741,09-05-2019 12:22,6289,,3.733333333,3,77,287,,41.882242,-87.641066,41.880317,-87.635185,0.531851061,3,12,5,09-05-2019,0,0,17.9,77,0.0,0.8
22838500,26-05-2019 17:42,995,,24.75,24,47,340,,41.889187,-87.627754,41.929546,-87.643118,4.664336924,6,17,5,26-05-2019,1,0,13.8,88,0.0,2.3
24471429,19-08-2019 17:38,3616,"1,436.00",23.93,23,144,35,Customer,41.921822,-87.64414,41.892278,-87.612043,4.224619959,0,17,8,19-08-2019,0,0,25.7,85,0.0,1.1
21782428,08-01-2019 09:56,6393,203,3.383333333,3,359,48,Subscriber,41.90348607,-87.64335349,41.897764,-87.642884,0.637450522,3,9,8,01-08-2019,0,0,7.4,83,0.0,5.1
24118370,02-08-2019 11:23,2013,"1,046.00",17.43,17,90,2,Customer,41.8810317,-87.62408432,41.88106,-87.619486,0.380699778,4,11,2,08-02-2019,0,0,22.6,72,0.0,1.5
25263755,03-10-2019 17:36,3592,"1,779.00",29.65,29,81,127,Subscriber,41.884241,-87.629634,41.925905,-87.64926,4.909283697,6,17,3,10-03-2019,1,0,24.6,90,0.0,2.2
23624462,08-07-2019 16:47,4082,"6,014.00",100.23,100,85,76,Customer,41.90096039,-87.62377664,41.880958,-87.616743,2.299103711,2,15,8,07-08-2019,0,0,20.4,85,0.0,3.4
25602967,29-10-2019 20:54,3048,547,9.116666667,9,69,30,Subscriber,41.90939601,-87.67769193,41.899643,-87.6677,1.363777389,1,20,10,29-10-2019,0,0,24.6,90,0.0,2.2
25618461,01-11-2019 18:02,2685,974,16.23333333,16,268,224,Subscriber,41.911722,-87.626804,41.913778,-87.64884,1.837691895,4,17,1,11-01-2019,0,0,24.6,90,0.0,2.2
22234190,06-04-2019 18:09,109,,11.48333333,11,464,470,,41.9756148,-87.67945904,41.975672,-87.709261,2.463603797,5,17,4,06-04-2019,1,0,27.4,45,0.0,4.1
25294776,05-10-2019 17:26,6208,438,7.3,7,161,81,Subscriber,41.89576475,-87.62590803,41.884241,-87.629634,1.317978025,4,17,5,10-05-2019,0,0,24.6,90,0.0,2.2
25331922,08-10-2019 08:52,276,811,13.51666667,13,394,49,Subscriber,41.870816,-87.631246,41.88131982,-87.62952092,1.176671499,5,8,8,10-08-2019,1,0,24.6,90,0.0,2.2
22263239,09-04-2019 09:01,5839,,9.833333333,9,289,212,,41.912133,-87.634656,41.892154,-87.636928,2.229506767,1,8,4,09-04-2019,0,0,18.0,75,0.0,3.4
24212882,06-08-2019 16:33,854,636,10.6,10,331,183,Subscriber,41.908537,-87.648627,41.899113,-87.677212,2.587360216,5,16,6,08-06-2019,1,0,23.9,82,0.0,1.9
22759456,22-05-2019 09:56,4742,,6.216666667,6,168,33,,41.864059,-87.623727,41.877181,-87.627844,1.498392987,2,9,5,22-05-2019,0,0,16.8,89,0.0,5.0
24318741,11-08-2019 12:29,3361,"2,220.00",37,37,117,141,Customer,41.94018,-87.65304,41.915689,-87.6346,3.121435399,4,11,11,08-11-2019,0,0,25.5,58,0.0,4.3
22287682,11-04-2019 15:08,2953,,24.1,24,460,300,,41.983593,-87.669154,41.937725,-87.644095,5.505101675,3,14,4,11-04-2019,0,0,23.3,87,0.0,1.7
24607238,26-08-2019 17:29,2194,794,13.23,13,211,48,Subscriber,41.894448,-87.622663,41.897764,-87.642884,1.713801225,0,17,8,26-08-2019,0,0,24.6,90,0.0,2.2
22991082,04-06-2019 22:04,6419,,13.78333333,13,114,234,,41.949399,-87.654529,41.961588,-87.666036,1.656020218,1,21,6,04-06-2019,0,0,7.9,88,0.0,1.0
22436561,24-04-2019 21:06,2765,,12.31666667,12,133,268,,41.88917683,-87.63850577,41.911722,-87.626804,2.687477133,2,20,4,24-04-2019,0,0,10.9,70,0.0,3.6
22242167,07-04-2019 17:34,4247,,22.86666667,22,35,94,,41.892278,-87.612043,41.918306,-87.636282,3.521376299,6,17,4,07-04-2019,1,1,32.2,57,0.0,2.2
25258135,03-10-2019 11:00,688,666,11.1,11,306,334,Subscriber,41.958494,-87.654966,41.940775,-87.639192,2.362975486,6,10,3,10-03-2019,1,0,24.6,90,0.0,2.2
25941363,26-12-2019 14:24,5127,"9,955.00",165.9166667,165,199,341,Customer,41.890912,-87.626804,41.866095,-87.607267,3.19863643,3,11,12,26-12-2019,0,0,24.6,90,0.0,2.2
22562196,06-05-2019 17:53,5830,,28.5,28,483,165,,41.953393,-87.732002,41.95078,-87.659172,6.029763045,0,17,5,06-05-2019,0,0,21.4,80,0.0,0.4
23776605,15-07-2019 16:07,1818,603,10.05,10,52,191,Subscriber,41.886024,-87.624117,41.880884,-87.639525,1.397746587,0,15,7,15-07-2019,0,0,32.1,48,0.0,5.1
23872379,21-07-2019 10:57,5218,"1,803.00",30.05,30,211,284,Customer,41.894448,-87.622663,41.87785,-87.62408,1.849337301,6,10,7,21-07-2019,1,0,24.9,81,0.0,0.0
23342526,24-06-2019 18:51,2677,,10.13333333,10,133,331,,41.88917683,-87.63850577,41.908537,-87.648627,2.309991438,0,18,6,24-06-2019,0,0,23.7,68,0.0,5.8
25259539,03-10-2019 13:22,6258,699,11.65,11,71,320,Subscriber,41.88548331,-87.65230486,41.872187,-87.661501,1.663002224,6,13,3,10-03-2019,1,0,24.6,90,0.0,2.2
25654017,05-11-2019 21:28,6176,485,8.083333333,8,304,156,Subscriber,41.949065,-87.648601,41.93649682,-87.64753866,1.400277008,5,21,5,11-05-2019,1,0,24.6,90,0.0,2.2
23967567,25-07-2019 21:45,263,"1,360.00",22.67,22,145,67,Subscriber,41.89858665,-87.62191523,41.92560188,-87.65370804,3.993096368,3,21,7,25-07-2019,0,0,25.6,56,0.0,2.2
23874443,21-07-2019 14:40,1531,"1,191.00",19.85,19,24,177,Subscriber,41.89186,-87.62062,41.926277,-87.630834,3.919222772,6,14,7,21-07-2019,1,0,24.9,81,0.0,0.0
23517417,02-07-2019 18:20,3090,266,4.43,4,198,91,Subscriber,41.881892,-87.648789,41.88338,-87.64117,0.652088324,3,18,2,07-02-2019,0,0,33.2,52,0.0,4.6
23925906,24-07-2019 06:22,224,556,9.27,9,211,66,Subscriber,41.894448,-87.622663,41.885637,-87.641823,1.864210483,2,6,7,24-07-2019,0,0,18.6,81,0.0,1.4
21859755,26-01-2019 17:28,2663,250,4.166666667,4,199,26,Subscriber,41.890912,-87.626804,41.89102,-87.6173,0.786788824,5,17,1,26-01-2019,1,0,-10.5,81,0.0,2.2
22576954,08-05-2019 08:16,3636,,8.216666667,8,291,212,,41.906724,-87.63483,41.892154,-87.636928,1.629388664,2,8,5,08-05-2019,0,0,24.9,67,0.0,1.9
22005864,06-03-2019 18:33,3154,273,4.55,4,115,300,Subscriber,41.936266,-87.652662,41.937725,-87.644095,0.726959183,0,18,6,03-06-2019,0,0,0.1,42,0.0,4.6
23920472,23-07-2019 18:37,1944,928,15.47,15,181,112,Subscriber,41.890755,-87.632009,41.883668,-87.64867,1.588458874,1,18,7,23-07-2019,0,0,21.8,72,0.0,1.7
24405553,15-08-2019 21:25,4594,"1,031.00",17.18,17,229,323,Customer,41.943739,-87.66402,41.969517,-87.654691,2.968372434,3,21,8,15-08-2019,0,0,21.5,75,0.0,1.4
23337983,24-06-2019 16:54,6111,,3.883333333,3,77,56,,41.882242,-87.641066,41.88871604,-87.64444785,0.772401298,0,16,6,24-06-2019,0,0,24.8,72,0.0,7.3
24250472,08-08-2019 09:48,3861,320,5.33,5,133,51,Subscriber,41.88917683,-87.63850577,41.88457623,-87.63188991,0.749422887,3,9,8,08-08-2019,0,0,26.1,62,0.0,3.1
23289333,21-06-2019 18:55,5442,,5.166666667,5,181,56,,41.890755,-87.632009,41.88871604,-87.64444785,1.054316552,4,18,6,21-06-2019,0,0,14.3,83,0.0,4.3
24583153,25-08-2019 07:23,6046,"1,681.00",28.02,28,85,85,Customer,41.90096039,-87.62377664,41.90096039,-87.62377664,0,6,6,8,25-08-2019,1,0,18.9,73,0.0,3.1
22598653,09-05-2019 18:35,960,,37.56666667,37,113,495,,41.91844,-87.65222,41.96110802,-87.7289701,7.925220289,3,17,5,09-05-2019,0,0,18.6,74,0.0,2.2
24140811,03-08-2019 11:29,1717,430,7.17,7,133,53,Subscriber,41.88917683,-87.63850577,41.894729,-87.634371,0.705893705,4,11,3,08-03-2019,0,0,23.3,80,0.0,3.1
23384243,26-06-2019 16:49,3325,,6.766666667,6,98,161,,41.882664,-87.63253,41.89576475,-87.62590803,1.556454448,2,16,6,26-06-2019,0,0,21.6,74,0.0,2.3
22407076,22-04-2019 18:06,2324,,6.883333333,6,217,186,,41.886926,-87.656919,41.891795,-87.658751,0.562245436,0,18,4,22-04-2019,0,0,24.8,45,0.0,5.6
22166638,29-03-2019 15:00,2076,"1,140.00",19,19,77,16,Subscriber,41.882242,-87.641066,41.910337,-87.670072,3.939957608,4,14,3,29-03-2019,0,0,4.9,85,0.0,3.5
25916478,20-12-2019 12:30,4298,403,6.716666667,6,199,176,Subscriber,41.890912,-87.626804,41.902973,-87.63128,1.391349958,4,12,12,20-12-2019,0,0,24.6,90,0.0,2.2
23543947,04-07-2019 10:25,2253,235,3.92,3,114,227,Subscriber,41.949399,-87.654529,41.94815,-87.66394,0.790588,6,10,4,07-04-2019,1,1,27.6,67,0.0,3.2
25682207,09-11-2019 14:32,4571,331,5.516666667,5,289,224,Subscriber,41.912133,-87.634656,41.913778,-87.64884,1.187849646,2,14,9,11-09-2019,0,0,24.6,90,0.0,2.2
24556736,23-08-2019 19:30,2771,642,10.7,10,69,215,Customer,41.90939601,-87.67769193,41.88137,-87.67493,3.12472365,4,19,8,23-08-2019,0,0,20.7,65,0.0,6.0
24341602,12-08-2019 16:19,720,"1,293.00",21.55,21,418,418,Customer,41.79933626,-87.60095811,41.79933626,-87.60095811,0,6,15,12,08-12-2019,1,0,25.0,90,0.0,1.9
23385608,26-06-2019 17:16,5510,,7.2,7,199,43,,41.890912,-87.626804,41.88389277,-87.62464914,0.800627531,2,17,6,26-06-2019,0,0,21.1,73,0.0,1.3
25409054,14-10-2019 05:55,5416,247,4.116666667,4,87,307,Subscriber,41.92556258,-87.65840426,41.920771,-87.663712,0.690441266,0,5,10,14-10-2019,0,1,24.6,90,0.0,2.2
23628111,08-07-2019 17:50,4415,"1,874.00",31.23,31,100,152,Subscriber,41.888243,-87.63639,41.932225,-87.658617,5.225009596,2,17,8,07-08-2019,0,0,20.3,84,0.0,4.2
22445426,25-04-2019 15:44,2473,,8.6,8,229,87,,41.943739,-87.66402,41.92556258,-87.65840426,2.073821192,3,15,4,25-04-2019,0,0,10.7,80,0.0,2.8
24584764,25-08-2019 10:45,3558,"2,211.00",36.85,36,35,255,Customer,41.892278,-87.612043,41.867888,-87.623041,2.860809023,6,10,8,25-08-2019,1,0,21.8,61,0.0,0.8
25947312,27-12-2019 11:41,3222,185,3.083333333,3,69,130,Subscriber,41.90939601,-87.67769193,41.90331,-87.67695,0.679513022,4,11,12,27-12-2019,0,0,24.6,90,0.0,2.2
22495743,01-05-2019 15:59,4390,,12.48333333,12,133,33,,41.88917683,-87.63850577,41.877181,-87.627844,1.599461261,2,15,5,01-05-2019,0,0,12.6,53,0.0,5.0
22240890,07-04-2019 15:16,229,,3.883333333,3,321,72,,41.871962,-87.626106,41.860384,-87.625813,1.287643464,6,15,4,07-04-2019,1,1,31.8,55,0.0,2.8
21889534,06-02-2019 17:18,1812,853,14.21666667,14,71,89,Subscriber,41.88548331,-87.65230486,41.87500913,-87.63310582,1.970506869,6,17,6,02-06-2019,1,0,1.5,97,0.0,4.4
24017400,28-07-2019 12:22,4193,320,5.33,5,418,423,Subscriber,41.79933626,-87.60095811,41.791478,-87.599861,0.878519137,6,12,7,28-07-2019,1,0,29.3,61,0.0,3.8
23161954,14-06-2019 08:21,5800,,6.55,6,194,283,,41.886875,-87.62603,41.87817,-87.631985,1.086265337,4,8,6,14-06-2019,0,0,17.7,52,0.0,4.0
25666504,07-11-2019 08:48,186,492,8.2,8,321,49,Subscriber,41.871962,-87.626106,41.88131982,-87.62952092,1.07826972,3,8,7,11-07-2019,0,0,24.6,90,0.0,2.2
22070557,17-03-2019 16:52,4357,"8,484.00",141.4,141,85,43,Customer,41.90096039,-87.62377664,41.88389277,-87.62464914,1.899206848,6,14,3,17-03-2019,1,0,3.9,57,0.0,4.1
25286735,05-10-2019 10:04,5313,695,11.58333333,11,226,157,Customer,41.939743,-87.658865,41.936669,-87.636794,1.857307657,4,9,5,10-05-2019,0,0,24.6,90,0.0,2.2
25796135,29-11-2019 14:16,5160,912,15.2,15,211,192,Subscriber,41.894448,-87.622663,41.879255,-87.639904,2.211556721,4,14,11,29-11-2019,0,0,24.6,90,0.0,2.2
25232232,01-10-2019 14:44,4121,546,9.1,9,52,173,Subscriber,41.886024,-87.624117,41.89691,-87.621743,1.226314715,3,14,1,10-01-2019,0,0,24.6,90,0.0,2.2
22185449,01-04-2019 17:58,5616,,8.683333333,8,198,32,,41.881892,-87.648789,41.87464,-87.65703,1.056302017,0,17,4,01-04-2019,0,0,9.2,48,0.0,1.2
22698150,17-05-2019 08:40,6198,,32.71666667,32,482,475,,41.96152593,-87.69116504,41.96871107,-87.69616957,0.899738157,4,8,5,17-05-2019,0,0,9.5,88,0.0,7.8
23032111,07-06-2019 07:10,426,,6.433333333,6,94,113,,41.918306,-87.636282,41.91844,-87.65222,1.318791913,4,7,6,07-06-2019,0,0,23.1,98,0.0,3.3
23737927,13-07-2019 16:51,2088,"2,347.00",39.12,39,210,181,Customer,41.90345,-87.667747,41.890755,-87.632009,3.277513002,5,16,7,13-07-2019,1,0,25.7,80,0.0,0.4
22403907,22-04-2019 17:10,2419,,18.7,18,66,166,,41.885637,-87.641823,41.92883,-87.668507,5.286162194,0,16,4,22-04-2019,0,0,25.8,43,0.0,5.3
22747389,21-05-2019 09:43,5657,,9.333333333,9,44,145,,41.8847302,-87.62773357,41.89858665,-87.62191523,1.614283691,1,9,5,21-05-2019,0,0,9.4,83,0.0,4.6
23198662,16-06-2019 19:18,1314,,21.21666667,21,253,300,,41.968873,-87.658857,41.937725,-87.644095,3.672332768,6,18,6,16-06-2019,1,0,12.9,100,0.0,4.7
22390521,21-04-2019 18:43,4789,,23.65,23,81,195,,41.884241,-87.629634,41.884728,-87.619521,0.838941827,6,18,4,21-04-2019,1,0,24.6,27,0.0,5.7
21867789,02-02-2019 12:53,968,876,14.6,14,239,246,Subscriber,41.966555,-87.688487,41.956061,-87.668869,1.998201529,5,12,2,02-02-2019,1,0,5.1,82,0.0,5.6
25408930,14-10-2019 04:13,4373,147,2.45,2,90,44,Subscriber,41.8810317,-87.62408432,41.8847302,-87.62773357,0.510292478,0,4,10,14-10-2019,0,1,24.6,90,0.0,2.2
24357385,13-08-2019 16:49,1314,369,6.15,6,206,280,Subscriber,41.847203,-87.646795,41.8378,-87.65114,1.105784293,1,16,8,13-08-2019,0,0,24.5,91,0.0,3.7
25290780,05-10-2019 13:31,5187,138,2.3,2,291,236,Subscriber,41.906724,-87.63483,41.905664,-87.638517,0.327094441,4,13,5,10-05-2019,0,0,24.6,90,0.0,2.2
23961949,25-07-2019 17:48,6412,357,5.95,5,81,195,Subscriber,41.884241,-87.629634,41.884728,-87.619521,0.838941827,3,17,7,25-07-2019,0,0,24.7,65,0.0,2.3
23617370,07-07-2019 19:05,2776,"1,248.00",20.8,20,268,35,Subscriber,41.911722,-87.626804,41.892278,-87.612043,2.483336401,6,18,7,07-07-2019,1,0,20.2,82,0.0,4.6
25617343,01-11-2019 17:05,581,745,12.41666667,12,197,25,Subscriber,41.882134,-87.625125,41.89766,-87.62351,1.731580614,4,16,1,11-01-2019,0,0,24.6,90,0.0,2.2
25552925,24-10-2019 19:09,5169,209,3.483333333,3,240,292,Subscriber,41.954245,-87.654406,41.957081,-87.664199,0.869032336,3,19,10,24-10-2019,0,0,24.6,90,0.0,2.2
25446130,16-10-2019 17:29,3190,396,6.6,6,161,176,Subscriber,41.89576475,-87.62590803,41.902973,-87.63128,0.916576355,2,17,10,16-10-2019,0,0,24.6,90,0.0,2.2
22567830,07-05-2019 09:31,3811,,13.46666667,13,59,2,,41.867227,-87.625961,41.88106,-87.619486,1.628910719,1,9,5,07-05-2019,0,0,27.7,72,0.0,4.1
23804567,17-07-2019 07:26,344,"1,984.00",33.07,33,323,217,Subscriber,41.969517,-87.654691,41.886926,-87.656919,9.1855496,2,6,7,17-07-2019,0,0,24.0,95,0.0,0.0
24194944,05-08-2019 17:28,2610,240,4,4,123,290,Subscriber,41.922695,-87.697153,41.921525,-87.707322,0.851331606,2,17,5,08-05-2019,0,0,31.1,46,0.0,2.9
22416126,23-04-2019 15:28,2617,,13.48333333,13,29,91,,41.90068,-87.6626,41.88338,-87.64117,2.616686273,1,15,4,23-04-2019,0,0,8.9,83,0.0,3.1
25360334,09-10-2019 18:25,5769,"1,299.00",21.65,21,77,69,Subscriber,41.882242,-87.641066,41.90939601,-87.67769193,4.2786285,1,18,9,10-09-2019,0,0,24.6,90,0.0,2.2
23612460,07-07-2019 15:50,6118,298,4.97,4,257,492,Subscriber,41.94911,-87.675112,41.946655,-87.683359,0.734641737,6,15,7,07-07-2019,1,0,19.6,87,0.0,5.4
23874810,21-07-2019 14:59,5149,774,12.9,12,144,156,Customer,41.921822,-87.64414,41.93649682,-87.64753866,1.65581058,6,14,7,21-07-2019,1,0,24.9,81,0.0,0.0
23927405,24-07-2019 07:42,5558,346,5.77,5,90,36,Subscriber,41.8810317,-87.62408432,41.87770796,-87.63532114,1.001025329,2,7,7,24-07-2019,0,0,20.0,74,0.0,0.9
24313261,10-08-2019 22:52,1821,327,5.45,5,418,415,Subscriber,41.79933626,-87.60095811,41.80229465,-87.61805358,1.454760191,1,22,10,08-10-2019,0,0,24.2,63,0.0,0.4
23842827,19-07-2019 13:29,500,586,9.77,9,87,505,Subscriber,41.92556258,-87.65840426,41.92409085,-87.67646007,1.502721713,4,13,7,19-07-2019,0,0,32.3,68,0.0,3.7
23351374,25-06-2019 09:04,6374,,5.65,5,66,84,,41.885637,-87.641823,41.891578,-87.648384,0.855202922,1,8,6,25-06-2019,0,0,21.3,75,0.0,3.7
21942609,20-02-2019 12:27,5307,237,3.95,3,133,66,Subscriber,41.88917683,-87.63850577,41.885637,-87.641823,0.479932327,2,12,2,20-02-2019,0,0,1.3,94,0.0,4.0
23379337,26-06-2019 12:50,525,,2.85,2,134,112,,41.877749,-87.649633,41.883668,-87.64867,0.662973902,2,12,6,26-06-2019,0,0,23.2,66,0.0,2.6
25602487,29-10-2019 19:42,2933,433,7.216666667,7,115,250,Subscriber,41.936266,-87.652662,41.936083,-87.669807,1.418324938,1,19,10,29-10-2019,0,0,24.6,90,0.0,2.2
23882979,21-07-2019 23:31,5445,169,2.82,2,77,96,Subscriber,41.882242,-87.641066,41.88461619,-87.64457058,0.392261209,6,23,7,21-07-2019,1,0,22.1,80,0.0,3.5
25723780,18-11-2019 11:35,5321,384,6.4,6,7,26,Subscriber,41.88634906,-87.61751655,41.89102,-87.6173,0.519694074,0,11,11,18-11-2019,0,0,24.6,90,0.0,2.2
